Scenario ID,Date,Event Type,Process Area,Loss Amount (kUSD),Frequency (Nk),Severity (Xi),OpVar (%),ML,GDP (%),VIX,Target
ALE-0660,Synth-2022,Phishing,Retail Banking,145.73,4,1.37,1.97,1.75,3.9,25,2
OLE-0216,2023-07-10,Tech Failure,Retail Banking,51.82,4,0.95,0.56,1.0,3.5,23,0
ALE-0330,Synth-2022,System Failure,E-Banking,152.61,3,2.02,3.28,2.69,3.2,29,0
ALE-0572,Synth-2022,Phishing,Online Services,43.68,5,2.23,1.71,1.99,3.0,16,2
ALE-1085,Synth-2022,Data Breach,Payments,83.35,1,1.86,3.18,2.23,3.9,15,0
ALE-0007,Synth-2022,Tech Failure,ATM Network,133.69,1,2.67,2.15,2.45,2.6,20,1
OLE-0517,2023-03-28,System Failure,E-Banking,62.72,4,0.93,0.67,1.0,2.8,20,0
OLE-0598,2022-02-26,System Failure,ATM Network,18.81,1,0.71,1.3,1.0,2.6,24,0
OLE-0196,2022-11-28,System Failure,E-Banking,81.8,5,0.44,0.54,1.0,3.3,24,0
OLE-0289,2023-12-11,System Failure,E-Banking,61.23,1,0.8,1.23,1.0,3.8,23,1
ALE-0093,Synth-2022,Data Breach,Online Services,299.35,2,2.61,2.6,2.34,3.9,19,2
ALE-0483,Synth-2022,System Failure,Retail Banking,112.0,4,2.03,1.63,1.46,3.4,28,0
ALE-0706,Synth-2022,Phishing,Retail Banking,213.17,2,1.23,2.68,2.39,3.7,28,2
OLE-0550,2022-04-06,System Failure,Payments,54.73,4,1.44,1.24,1.0,3.4,24,0
OLE-0157,2023-03-28,System Failure,ATM Network,81.44,4,1.11,0.78,1.0,3.0,23,1
OLE-0420,2022-02-26,System Failure,E-Banking,28.27,3,1.46,0.64,1.0,2.7,24,0
ALE-0065,Synth-2022,Cyber-Fraud,ATM Network,192.38,3,1.43,2.17,1.73,2.5,28,1
OLE-0478,2023-02-27,System Failure,ATM Network,31.18,1,0.79,1.48,1.0,2.8,19,2
ALE-0762,Synth-2022,Data Breach,Online Services,82.6,4,0.89,2.17,1.93,3.7,20,1
OLE-0554,2022-11-05,Tech Failure,Payments,74.74,2,0.74,1.29,1.0,3.9,20,1
OLE-0391,2022-12-01,Tech Failure,E-Banking,41.34,5,0.94,1.04,1.0,2.9,17,2
OLE-0579,2023-11-06,System Failure,E-Banking,55.58,1,1.02,1.2,1.0,2.9,16,1
ALE-1074,Synth-2022,Data Breach,Online Services,181.87,4,0.83,2.44,2.03,3.9,15,0
ALE-0892,Synth-2022,System Failure,Payments,211.2,2,2.69,1.74,1.28,2.8,20,0
ALE-1077,Synth-2022,Data Breach,Payments,167.43,2,1.62,2.6,2.62,3.5,23,1
OLE-0821,2022-09-30,Cyber-Fraud,ATM Network,60.83,1,0.58,1.36,1.0,3.0,18,0
ALE-1200,Synth-2022,System Failure,ATM Network,182.6,3,2.02,2.5,1.9,2.9,23,0
ALE-0149,Synth-2022,Data Breach,Payments,254.34,3,1.28,2.21,1.64,3.7,17,0
ALE-1181,Synth-2022,Tech Failure,ATM Network,203.08,4,2.04,1.38,1.1,3.3,15,1
OLE-0665,2023-01-18,Tech Failure,ATM Network,59.7,5,1.24,1.2,1.0,3.8,19,0
ALE-0849,Synth-2022,Cyber-Fraud,Online Services,234.97,4,1.91,1.82,1.55,3.8,24,1
OLE-0143,2022-07-26,Data Breach,Retail Banking,23.12,3,1.19,1.01,1.0,3.5,19,1
ALE-0863,Synth-2022,Data Breach,Retail Banking,173.89,3,2.63,2.87,2.12,2.9,20,0
ALE-0484,Synth-2022,System Failure,ATM Network,167.99,1,1.44,2.0,1.51,3.8,18,0
OLE-0422,2022-07-12,System Failure,Retail Banking,39.68,2,0.6,1.15,1.0,2.8,22,1
OLE-0800,2023-03-20,System Failure,ATM Network,83.22,5,0.7,1.02,1.0,4.0,14,2
OLE-0616,2022-08-03,Tech Failure,ATM Network,82.72,3,1.12,1.07,1.0,3.4,24,0
OLE-0296,2022-04-06,Cyber-Fraud,Retail Banking,42.96,1,1.11,0.91,1.0,3.8,24,1
OLE-0402,2022-05-19,Cyber-Fraud,E-Banking,78.48,1,1.26,1.22,1.0,3.5,20,2
OLE-0089,2022-04-16,Cyber-Fraud,Retail Banking,33.44,3,0.38,1.08,1.0,3.3,17,1
ALE-0651,Synth-2022,System Failure,Payments,120.16,3,2.34,1.25,0.89,3.5,26,0
ALE-1256,Synth-2022,Data Breach,Retail Banking,36.08,5,1.81,2.15,2.23,3.7,28,0
OLE-0132,2023-08-21,System Failure,E-Banking,46.39,2,1.46,0.63,1.0,3.6,16,2
ALE-0294,Synth-2022,Tech Failure,Payments,173.82,2,1.37,2.25,2.74,3.1,28,1
ALE-0359,Synth-2022,System Failure,Retail Banking,28.29,4,2.93,3.11,3.11,3.0,27,1
ALE-0668,Synth-2022,Data Breach,ATM Network,74.42,2,1.92,2.8,3.19,3.3,17,2
ALE-1134,Synth-2022,Cyber-Fraud,E-Banking,172.59,2,0.86,2.97,3.39,2.5,25,1
OLE-0725,2022-03-29,System Failure,Retail Banking,63.57,3,1.26,0.84,1.0,3.7,14,2
ALE-0799,Synth-2022,Data Breach,Payments,139.26,3,1.81,1.96,2.15,2.8,24,2
OLE-0270,2023-10-09,System Failure,ATM Network,45.77,3,1.17,0.51,1.0,3.4,14,2
ALE-0687,Synth-2022,Cyber-Fraud,Payments,95.76,3,2.94,2.77,2.54,3.6,17,2
ALE-0060,Synth-2022,Tech Failure,Online Services,63.13,3,1.52,1.3,1.13,3.3,24,0
ALE-0809,Synth-2022,System Failure,Payments,141.48,2,1.07,2.64,3.3,2.5,15,2
ALE-1146,Synth-2022,Cyber-Fraud,Retail Banking,194.78,1,2.91,1.21,1.45,2.7,20,0
OLE-0376,2022-03-21,Tech Failure,Payments,91.21,5,1.29,1.07,1.0,3.5,16,1
OLE-0334,2022-04-03,Data Breach,Payments,50.04,4,0.56,1.19,1.0,3.4,22,2
ALE-0457,Synth-2022,Cyber-Fraud,Online Services,103.62,4,1.64,2.56,2.04,3.2,26,0
ALE-1135,Synth-2022,System Failure,E-Banking,70.95,4,2.48,3.36,3.82,3.6,29,1
ALE-0053,Synth-2022,Cyber-Fraud,ATM Network,171.67,1,0.94,2.68,2.21,3.8,17,2
OLE-0777,2023-05-27,Data Breach,ATM Network,89.22,1,1.13,1.49,1.0,2.9,24,2
ALE-0421,Synth-2022,Phishing,ATM Network,199.05,2,1.87,3.11,2.12,3.5,18,2
OLE-0329,2023-08-29,Data Breach,Payments,65.69,3,0.84,0.95,1.0,3.5,19,2
ALE-1052,Synth-2022,System Failure,Online Services,10.0,1,2.2,2.55,2.65,3.5,28,0
OLE-0013,2023-02-13,Data Breach,ATM Network,82.19,2,1.09,1.48,1.0,3.1,15,1
ALE-0040,Synth-2022,Cyber-Fraud,Retail Banking,135.22,5,2.49,3.34,2.28,3.1,24,2
OLE-0172,2022-10-24,Data Breach,Payments,83.82,3,0.46,1.09,1.0,3.4,19,0
OLE-0261,2022-03-31,Tech Failure,Payments,61.72,3,0.62,0.79,1.0,3.5,19,1
ALE-0966,Synth-2022,System Failure,E-Banking,162.83,3,2.36,2.54,2.71,2.6,15,2
ALE-0745,Synth-2022,Data Breach,Online Services,127.79,5,1.81,3.29,2.31,3.9,19,1
ALE-0044,Synth-2022,Phishing,Payments,189.3,2,2.77,3.44,2.45,2.7,28,1
OLE-0259,2022-10-12,Data Breach,E-Banking,49.18,2,0.52,1.47,1.0,2.7,22,0
OLE-0845,2023-07-04,Data Breach,Retail Banking,72.86,5,0.69,1.44,1.0,3.0,16,2
OLE-0139,2023-05-27,Tech Failure,Retail Banking,25.76,4,0.44,0.59,1.0,3.9,17,2
OLE-0320,2023-10-09,Tech Failure,Retail Banking,34.89,4,1.09,0.73,1.0,2.5,21,1
ALE-0874,Synth-2022,Tech Failure,Online Services,155.86,5,1.17,2.54,2.23,3.6,22,2
ALE-0969,Synth-2022,Data Breach,ATM Network,151.88,1,0.95,3.45,2.8,2.8,25,0
ALE-0475,Synth-2022,System Failure,Payments,89.39,4,2.43,2.58,3.07,3.7,15,0
OLE-0559,2023-08-08,System Failure,ATM Network,19.59,2,1.1,1.01,1.0,3.1,21,1
OLE-0140,2023-07-10,Tech Failure,Payments,28.54,1,0.38,1.46,1.0,2.5,20,2
ALE-1105,Synth-2022,System Failure,E-Banking,97.63,4,1.38,3.35,2.99,2.7,25,1
OLE-0532,2022-02-16,System Failure,Retail Banking,20.73,3,1.06,0.62,1.0,2.6,16,1
OLE-0225,2023-04-21,Data Breach,ATM Network,21.31,2,1.23,1.0,1.0,2.5,23,0
OLE-0724,2023-11-13,System Failure,Payments,80.7,1,0.39,0.69,1.0,3.2,24,0
ALE-1086,Synth-2022,Phishing,E-Banking,217.71,3,1.65,3.37,2.37,3.3,25,0
ALE-1187,Synth-2022,Phishing,Online Services,250.01,4,1.82,1.4,1.67,3.1,18,0
OLE-0326,2022-02-04,Data Breach,Payments,48.14,3,0.5,1.0,1.0,3.5,22,0
ALE-1185,Synth-2022,Cyber-Fraud,Payments,121.68,5,0.93,3.17,2.15,3.5,17,2
ALE-0371,Synth-2022,Phishing,E-Banking,103.71,1,1.83,2.13,1.91,4.0,16,0
OLE-0715,2023-01-12,Tech Failure,Payments,53.67,2,0.32,1.04,1.0,3.2,19,1
OLE-0847,2023-09-26,System Failure,Retail Banking,78.95,1,0.7,1.34,1.0,3.0,19,1
OLE-0194,2023-06-15,System Failure,E-Banking,77.91,5,1.42,1.33,1.0,2.7,22,2
OLE-0574,2023-03-22,System Failure,Payments,50.85,1,1.05,0.56,1.0,3.0,21,0
ALE-0089,Synth-2022,Phishing,Payments,237.57,1,2.19,2.23,2.39,3.3,20,1
OLE-0504,2023-12-13,Cyber-Fraud,ATM Network,51.37,1,1.09,1.14,1.0,2.5,14,0
ALE-1027,Synth-2022,Cyber-Fraud,Online Services,53.62,4,2.33,2.97,2.19,2.6,17,0
ALE-0461,Synth-2022,Tech Failure,Retail Banking,153.14,3,1.27,1.82,1.8,3.3,27,0
ALE-1165,Synth-2022,System Failure,Retail Banking,189.16,2,1.93,2.43,2.14,3.5,29,1
OLE-0004,2023-02-09,System Failure,E-Banking,41.14,3,1.36,0.94,1.0,3.0,23,1
ALE-0445,Synth-2022,Cyber-Fraud,ATM Network,125.11,4,2.52,3.0,2.58,3.8,18,0
OLE-0468,2022-07-12,Data Breach,E-Banking,30.94,2,0.47,1.01,1.0,2.6,21,2
OLE-0006,2022-07-14,Cyber-Fraud,E-Banking,15.64,5,0.73,1.03,1.0,3.7,21,2
ALE-0701,Synth-2022,Cyber-Fraud,Retail Banking,136.98,4,0.98,1.76,1.31,3.3,23,0
OLE-0548,2023-06-26,System Failure,Payments,82.47,2,1.19,1.05,1.0,3.8,21,1
OLE-0229,2022-09-21,System Failure,Retail Banking,28.07,3,0.37,0.94,1.0,2.9,14,1
ALE-0206,Synth-2022,Tech Failure,E-Banking,191.07,2,2.67,3.15,3.0,3.7,20,2
OLE-0543,2022-10-12,Data Breach,Retail Banking,31.57,2,0.98,1.43,1.0,3.4,24,0
OLE-0243,2023-03-24,Cyber-Fraud,Payments,71.16,5,0.48,0.88,1.0,3.1,23,1
ALE-0041,Synth-2022,System Failure,Payments,74.48,1,1.45,2.33,2.1,3.6,18,1
ALE-0429,Synth-2022,Tech Failure,ATM Network,152.67,3,2.73,3.26,2.58,3.0,25,0
ALE-0303,Synth-2022,System Failure,E-Banking,127.09,1,2.38,3.37,2.88,3.3,17,0
ALE-0907,Synth-2022,Data Breach,Online Services,164.59,2,2.7,2.8,3.48,3.4,28,2
ALE-0376,Synth-2022,System Failure,E-Banking,102.19,2,1.01,2.37,2.59,3.1,17,0
OLE-0843,2022-09-02,Cyber-Fraud,ATM Network,54.41,4,0.92,1.48,1.0,3.9,19,1
ALE-0755,Synth-2022,Tech Failure,E-Banking,170.11,1,1.96,2.15,2.18,4.0,26,2
ALE-0452,Synth-2022,Phishing,Online Services,51.39,5,1.46,1.24,0.87,2.8,25,0
OLE-0277,2022-06-11,Data Breach,Payments,83.21,5,0.79,1.37,1.0,3.5,19,1
OLE-0662,2022-04-30,Data Breach,Payments,58.9,1,1.02,0.77,1.0,2.5,16,0
ALE-0511,Synth-2022,Cyber-Fraud,ATM Network,210.72,2,1.47,2.84,3.39,3.2,22,1
OLE-0315,2023-06-23,Tech Failure,Retail Banking,78.06,5,1.06,1.36,1.0,3.7,22,1
OLE-0692,2022-09-27,Data Breach,Payments,28.55,3,0.77,1.39,1.0,3.7,17,1
ALE-1092,Synth-2022,Phishing,Online Services,36.07,2,1.94,3.06,2.78,3.6,28,1
OLE-0425,2023-03-14,Cyber-Fraud,E-Banking,80.22,2,0.36,1.39,1.0,3.4,20,0
OLE-0595,2022-11-15,System Failure,Retail Banking,111.82,2,1.21,0.89,1.0,3.4,15,2
ALE-1270,Synth-2022,Cyber-Fraud,Payments,132.64,4,2.74,3.36,3.23,2.9,26,0
OLE-0623,2022-03-16,Data Breach,E-Banking,64.79,3,1.15,1.15,1.0,3.8,15,1
ALE-0731,Synth-2022,Cyber-Fraud,E-Banking,180.96,1,1.88,1.49,1.85,3.5,28,0
ALE-1250,Synth-2022,Data Breach,E-Banking,270.96,5,2.27,2.03,1.72,3.2,25,2
OLE-0228,2022-12-03,Tech Failure,Payments,36.44,3,1.45,0.99,1.0,3.3,20,0
ALE-0413,Synth-2022,Tech Failure,ATM Network,138.87,2,1.47,2.45,3.01,3.3,23,1
ALE-0312,Synth-2022,Phishing,Retail Banking,198.5,5,1.38,2.21,2.69,3.7,15,0
ALE-0652,Synth-2022,System Failure,E-Banking,134.57,2,1.68,3.47,2.52,3.2,25,1
ALE-0390,Synth-2022,System Failure,Retail Banking,216.55,2,1.03,2.33,1.74,2.8,26,2
OLE-0067,2023-09-11,Data Breach,Retail Banking,52.66,5,0.36,0.54,1.0,3.6,14,0
OLE-0025,2023-12-11,Cyber-Fraud,ATM Network,53.13,4,1.42,0.85,1.0,2.7,17,0
OLE-0145,2022-10-01,Cyber-Fraud,ATM Network,43.39,3,0.84,0.97,1.0,3.4,19,0
OLE-0537,2023-07-05,Data Breach,Retail Banking,34.63,5,1.3,1.15,1.0,3.1,14,1
OLE-0812,2022-05-04,System Failure,Retail Banking,74.33,5,1.08,1.28,1.0,3.7,17,1
ALE-0415,Synth-2022,System Failure,Online Services,133.52,4,1.47,1.45,1.28,3.5,21,0
OLE-0086,2023-08-13,Data Breach,Payments,57.09,3,1.31,0.97,1.0,3.3,23,2
ALE-0653,Synth-2022,Phishing,Payments,113.2,2,1.69,1.24,0.9,3.0,28,0
ALE-0481,Synth-2022,Cyber-Fraud,Payments,156.54,3,1.23,3.44,3.79,2.9,20,2
ALE-0623,Synth-2022,Tech Failure,Online Services,147.8,1,2.2,3.24,2.95,3.0,20,0
ALE-1186,Synth-2022,Tech Failure,Payments,244.93,2,1.6,2.69,2.8,3.3,25,0
ALE-1195,Synth-2022,Data Breach,Retail Banking,173.31,4,1.82,2.72,2.01,3.6,24,0
ALE-0699,Synth-2022,System Failure,Retail Banking,257.56,3,1.19,2.98,2.04,2.7,27,2
ALE-1257,Synth-2022,System Failure,Payments,133.7,1,2.24,2.72,2.16,2.7,19,1
OLE-0363,2022-10-28,Cyber-Fraud,Payments,52.94,1,0.64,0.92,1.0,2.9,18,2
ALE-0967,Synth-2022,Phishing,E-Banking,270.9,1,2.42,3.33,2.99,2.8,25,1
ALE-0450,Synth-2022,Tech Failure,ATM Network,147.61,2,1.83,2.21,1.99,3.1,24,0
ALE-0169,Synth-2022,System Failure,Payments,174.76,1,1.54,1.45,1.47,3.8,18,2
ALE-0173,Synth-2022,Phishing,Online Services,207.41,4,1.03,3.37,2.48,2.8,24,1
ALE-0869,Synth-2022,System Failure,ATM Network,117.62,4,0.97,2.32,2.45,2.8,20,1
ALE-0680,Synth-2022,System Failure,E-Banking,218.78,1,2.96,1.34,0.94,3.7,28,0
ALE-0716,Synth-2022,Cyber-Fraud,Payments,125.52,1,1.76,3.43,2.34,3.7,18,2
OLE-0666,2022-09-18,Cyber-Fraud,ATM Network,88.51,4,1.32,0.79,1.0,3.5,14,2
OLE-0365,2022-07-03,Data Breach,E-Banking,14.83,2,1.04,1.1,1.0,3.3,19,1
OLE-0078,2022-12-12,Data Breach,ATM Network,32.51,4,0.36,0.82,1.0,3.6,22,1
OLE-0028,2022-11-26,System Failure,E-Banking,73.19,4,0.52,1.03,1.0,3.6,21,0
ALE-0773,Synth-2022,Data Breach,Payments,66.79,5,2.1,1.23,1.54,3.4,21,0
OLE-0526,2023-05-25,Cyber-Fraud,Payments,36.39,2,1.34,0.51,1.0,3.7,23,2
OLE-0726,2023-09-25,Cyber-Fraud,Payments,5.0,2,1.01,1.43,1.0,3.6,16,2
OLE-0056,2023-02-23,Cyber-Fraud,Payments,76.46,4,1.04,1.13,1.0,2.8,18,2
OLE-0639,2022-11-10,Tech Failure,Retail Banking,64.19,5,0.3,0.76,1.0,3.3,20,0
OLE-0303,2022-01-08,Tech Failure,E-Banking,23.45,4,1.17,1.16,1.0,3.6,24,1
OLE-0719,2022-07-22,System Failure,Retail Banking,68.49,5,0.85,1.25,1.0,2.7,15,1
OLE-0625,2022-02-28,Cyber-Fraud,Retail Banking,30.53,3,1.45,0.75,1.0,3.0,17,2
OLE-0008,2023-07-27,Data Breach,E-Banking,61.39,5,1.07,0.72,1.0,2.8,24,0
OLE-0804,2023-08-11,Tech Failure,Retail Banking,78.63,4,0.44,1.16,1.0,3.0,23,2
ALE-0192,Synth-2022,Phishing,Online Services,89.82,3,2.9,2.81,2.97,2.5,24,0
OLE-0337,2023-03-21,Tech Failure,Retail Banking,35.27,4,0.83,1.03,1.0,4.0,22,2
OLE-0048,2022-07-18,Cyber-Fraud,E-Banking,92.06,2,1.05,1.17,1.0,3.3,19,2
ALE-0823,Synth-2022,Data Breach,Payments,263.17,2,1.25,2.94,2.16,3.3,26,0
OLE-0107,2023-01-14,Cyber-Fraud,E-Banking,56.02,1,1.48,0.73,1.0,3.1,24,0
OLE-0350,2023-04-07,System Failure,Retail Banking,85.19,1,1.24,0.75,1.0,3.9,24,0
ALE-0222,Synth-2022,Data Breach,Payments,231.15,3,2.37,2.78,2.72,2.9,23,0
OLE-0239,2023-07-16,Tech Failure,Retail Banking,60.43,1,1.01,0.56,1.0,3.0,22,1
OLE-0214,2023-06-01,Data Breach,Payments,62.99,4,1.04,1.4,1.0,3.8,24,0
ALE-0287,Synth-2022,Phishing,Payments,91.55,5,2.03,2.64,3.04,3.9,27,0
ALE-0563,Synth-2022,Tech Failure,Online Services,165.54,1,1.1,2.56,2.51,2.6,29,1
ALE-0739,Synth-2022,System Failure,ATM Network,174.77,4,0.89,1.38,0.97,3.7,23,2
OLE-0794,2022-12-07,Cyber-Fraud,Retail Banking,5.0,1,1.48,1.34,1.0,2.6,16,2
ALE-0239,Synth-2022,System Failure,Online Services,150.55,3,2.13,3.1,2.82,2.9,27,0
ALE-0477,Synth-2022,System Failure,Online Services,150.55,4,2.99,2.34,2.53,3.3,24,2
ALE-0609,Synth-2022,System Failure,E-Banking,109.19,5,2.83,1.98,1.72,3.2,16,2
ALE-0935,Synth-2022,System Failure,Online Services,293.64,2,2.66,2.38,1.76,2.8,22,0
ALE-1034,Synth-2022,Phishing,Online Services,248.76,4,2.22,1.9,1.33,3.4,26,1
OLE-0524,2022-01-17,Cyber-Fraud,ATM Network,65.64,4,0.91,0.85,1.0,3.1,14,1
OLE-0233,2022-03-26,Cyber-Fraud,E-Banking,100.51,3,0.81,0.83,1.0,3.8,20,2
OLE-0645,2023-08-30,Cyber-Fraud,Payments,5.0,2,0.62,0.93,1.0,4.0,20,0
ALE-0854,Synth-2022,Cyber-Fraud,Retail Banking,119.53,2,2.64,1.24,0.91,3.9,15,0
OLE-0534,2022-12-22,Cyber-Fraud,E-Banking,35.97,4,0.83,0.98,1.0,2.8,14,1
ALE-0855,Synth-2022,Cyber-Fraud,Online Services,140.26,1,2.08,2.4,2.33,3.3,22,2
OLE-0604,2022-12-28,Tech Failure,Payments,62.6,1,0.86,1.36,1.0,3.0,15,1
ALE-1222,Synth-2022,System Failure,Retail Banking,302.99,3,2.25,2.91,2.6,2.6,24,2
ALE-0217,Synth-2022,Tech Failure,E-Banking,169.25,2,2.24,3.4,4.24,2.9,23,2
ALE-0624,Synth-2022,Tech Failure,E-Banking,179.65,3,1.06,1.89,1.28,3.4,22,2
OLE-0061,2022-09-22,Data Breach,ATM Network,14.17,5,1.45,0.99,1.0,2.7,24,2
ALE-0574,Synth-2022,Tech Failure,Payments,206.13,1,2.44,1.7,2.02,2.7,29,1
OLE-0093,2023-12-07,Data Breach,ATM Network,64.4,3,1.22,1.23,1.0,2.9,14,0
OLE-0667,2022-06-24,Tech Failure,Payments,14.16,3,0.56,1.12,1.0,2.6,14,2
ALE-0404,Synth-2022,Cyber-Fraud,Payments,176.11,1,2.94,1.33,1.11,3.8,20,0
ALE-0977,Synth-2022,Phishing,ATM Network,216.84,1,1.03,1.38,1.14,2.8,18,0
OLE-0281,2022-04-12,Cyber-Fraud,Payments,72.12,5,0.49,0.57,1.0,2.8,18,1
ALE-0513,Synth-2022,System Failure,Retail Banking,221.34,3,2.06,3.26,2.88,3.9,26,1
OLE-0360,2022-09-15,System Failure,E-Banking,74.39,2,0.56,0.84,1.0,3.2,22,0
ALE-0424,Synth-2022,Data Breach,E-Banking,238.38,1,2.88,2.11,2.22,3.1,18,1
ALE-0612,Synth-2022,Phishing,Retail Banking,139.53,4,1.4,2.57,1.89,2.7,29,2
OLE-0848,2023-08-31,Cyber-Fraud,ATM Network,75.88,4,0.57,1.43,1.0,3.9,16,0
ALE-0349,Synth-2022,System Failure,Retail Banking,69.1,4,2.54,3.24,3.25,3.2,22,0
ALE-0705,Synth-2022,Data Breach,Retail Banking,70.22,1,1.55,2.94,2.49,3.8,25,2
OLE-0111,2023-10-27,Tech Failure,E-Banking,53.85,4,1.21,1.02,1.0,2.8,18,2
OLE-0043,2022-04-09,System Failure,Payments,17.23,5,1.18,1.27,1.0,2.9,18,1
OLE-0126,2022-01-01,Data Breach,Retail Banking,110.45,4,1.19,0.61,1.0,3.0,21,2
OLE-0205,2022-03-10,Tech Failure,Payments,5.0,1,0.45,0.91,1.0,3.2,19,0
OLE-0053,2023-10-19,Tech Failure,ATM Network,71.77,5,0.32,1.1,1.0,3.0,16,0
OLE-0546,2022-04-04,Tech Failure,Payments,16.79,1,0.4,0.65,1.0,2.9,14,0
OLE-0069,2022-07-17,Data Breach,Payments,57.07,4,1.23,1.16,1.0,2.8,24,1
ALE-0432,Synth-2022,System Failure,Online Services,39.03,5,1.81,3.28,3.02,3.3,16,1
ALE-0896,Synth-2022,Phishing,Retail Banking,10.0,2,1.7,1.84,1.5,3.5,15,1
OLE-0184,2022-03-12,Tech Failure,E-Banking,23.82,3,0.96,1.13,1.0,3.4,15,0
OLE-0138,2023-07-05,Cyber-Fraud,E-Banking,101.32,4,1.0,1.5,1.0,3.8,18,0
ALE-0042,Synth-2022,Cyber-Fraud,Online Services,153.59,2,1.18,1.81,1.57,2.7,18,2
OLE-0797,2022-09-26,Cyber-Fraud,ATM Network,29.23,2,1.45,1.18,1.0,3.9,18,2
OLE-0133,2023-05-27,Tech Failure,ATM Network,72.16,4,1.48,1.12,1.0,3.3,20,0
OLE-0081,2023-01-14,Tech Failure,Retail Banking,66.97,5,0.41,1.08,1.0,3.8,18,2
ALE-0827,Synth-2022,Phishing,Payments,190.81,2,2.59,3.01,2.12,3.3,26,0
ALE-0888,Synth-2022,System Failure,Online Services,211.17,3,2.02,1.88,2.0,3.0,28,1
OLE-0542,2022-10-25,Cyber-Fraud,Payments,75.85,2,0.48,1.1,1.0,3.7,14,0
ALE-0948,Synth-2022,Cyber-Fraud,Retail Banking,235.54,3,1.38,1.98,2.26,3.5,15,1
ALE-0126,Synth-2022,Data Breach,Online Services,50.45,5,0.95,2.65,1.81,3.3,21,1
OLE-0166,2023-01-13,Cyber-Fraud,E-Banking,82.13,5,0.65,1.46,1.0,3.1,19,0
OLE-0249,2023-06-28,Tech Failure,E-Banking,63.19,4,1.11,0.94,1.0,3.3,14,2
OLE-0447,2022-04-29,Tech Failure,Payments,19.21,4,0.78,1.26,1.0,3.2,24,1
ALE-0444,Synth-2022,Tech Failure,Retail Banking,232.17,4,2.29,1.35,1.33,2.9,22,2
ALE-0001,Synth-2022,Tech Failure,Online Services,80.29,4,2.71,1.6,1.15,3.8,25,0
ALE-1148,Synth-2022,Data Breach,Online Services,249.89,2,2.95,3.02,2.02,3.8,17,1
OLE-0098,2022-06-10,Cyber-Fraud,E-Banking,65.86,4,0.46,0.58,1.0,3.6,15,2
OLE-0806,2023-07-17,Data Breach,ATM Network,111.01,4,1.41,1.0,1.0,3.5,15,2
OLE-0738,2023-07-28,Tech Failure,ATM Network,43.27,2,0.43,1.35,1.0,3.3,21,1
ALE-0566,Synth-2022,System Failure,Payments,221.51,2,0.91,2.73,3.21,3.6,19,1
OLE-0103,2023-04-20,Cyber-Fraud,ATM Network,10.59,3,0.72,1.4,1.0,2.5,21,2
OLE-0435,2023-07-20,System Failure,E-Banking,36.91,4,0.42,0.68,1.0,4.0,21,2
OLE-0075,2022-09-25,System Failure,E-Banking,25.13,3,0.96,0.89,1.0,2.7,17,1
ALE-1171,Synth-2022,Tech Failure,E-Banking,237.97,5,1.87,1.7,1.93,3.2,28,1
ALE-0501,Synth-2022,Tech Failure,E-Banking,88.1,4,1.83,1.49,1.19,2.6,21,2
ALE-0565,Synth-2022,Data Breach,E-Banking,130.14,2,2.69,2.4,2.57,3.8,27,2
ALE-0373,Synth-2022,Phishing,Retail Banking,136.92,5,1.65,2.49,1.83,3.1,15,2
ALE-0061,Synth-2022,Tech Failure,ATM Network,178.41,1,2.24,2.1,2.24,3.6,19,0
ALE-1080,Synth-2022,Phishing,ATM Network,86.5,5,2.24,3.33,3.42,3.8,29,0
ALE-1033,Synth-2022,Phishing,Retail Banking,172.63,4,2.19,2.36,2.02,3.9,27,2
ALE-0976,Synth-2022,Phishing,ATM Network,169.84,2,1.67,1.44,1.04,3.3,21,0
OLE-0763,2022-09-20,Data Breach,E-Banking,33.38,5,0.75,0.87,1.0,3.3,14,0
ALE-0132,Synth-2022,System Failure,E-Banking,112.45,3,1.7,1.87,2.31,3.4,23,1
OLE-0389,2022-08-03,Tech Failure,Payments,68.31,4,1.13,1.15,1.0,2.8,16,1
OLE-0236,2023-07-04,Data Breach,Retail Banking,56.41,4,0.65,1.38,1.0,3.2,21,2
ALE-0853,Synth-2022,System Failure,Online Services,138.35,3,1.57,2.19,1.59,3.6,15,0
OLE-0268,2022-06-06,Cyber-Fraud,Retail Banking,45.75,1,0.56,1.23,1.0,3.4,19,1
ALE-0485,Synth-2022,Tech Failure,ATM Network,197.81,1,2.27,3.48,2.76,3.6,25,2
OLE-0118,2022-07-25,Data Breach,E-Banking,41.84,4,1.28,0.81,1.0,3.7,19,2
ALE-0961,Synth-2022,Cyber-Fraud,ATM Network,202.26,3,1.3,1.66,1.16,2.9,22,1
OLE-0674,2023-07-15,Tech Failure,Retail Banking,61.41,1,0.92,1.01,1.0,2.7,16,1
OLE-0250,2022-06-18,Tech Failure,Retail Banking,73.37,2,0.5,1.29,1.0,3.6,15,0
ALE-0790,Synth-2022,System Failure,ATM Network,202.6,1,1.33,2.77,3.22,2.9,22,1
ALE-1286,Synth-2022,System Failure,Retail Banking,172.05,4,2.38,1.84,1.42,3.3,29,1
OLE-0095,2022-05-27,Tech Failure,Payments,106.54,1,0.98,1.48,1.0,2.7,24,0
OLE-0034,2023-08-16,Tech Failure,ATM Network,58.37,4,1.34,0.72,1.0,2.6,18,2
